STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,CEN23_YEAR_001,Census year,CEN23_GEO_013,Area,CEN23_WRD_003,Weekly rent paid by household,CEN23_TIH_001,Total household income,CEN23_HOH_002,Household composition,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,06,$600 - $699,99,Total - total household income,77,Total stated - household composition,,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,08,$800 and over,99,Total - total household income,77,Total stated - household composition,12,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,03,$300 - $399,99,Total - total household income,4,Other multi-person household,225,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,05,$500 - $599,99,Total - total household income,5,One-person household,,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,06,$600 - $699,99,Total - total household income,2,Two-family household (with or without other people),69,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,999,Total - weekly rent paid by household,99,Total - total household income,5,One-person household,37407,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,02,$200 - $299,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,01,Under $200,99,Total - total household income,4,Other multi-person household,45,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,04,$400 - $499,99,Total - total household income,99,Total - household composition,1233,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,05,$500 - $599,99,Total - total household income,5,One-person household,11745,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,02,$200 - $299,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,07,$700 - $799,99,Total - total household income,77,Total stated - household composition,159,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,777,Total stated - weekly rent paid by household,99,Total - total household income,99,Total - household composition,4605,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,07,$700 - $799,99,Total - total household income,99,Total - household composition,1398,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,999,Total - weekly rent paid by household,99,Total - total household income,3,Three or more family household (with or without other people),6,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,99,Not elsewhere included,99,Total - total household income,99,Total - household composition,93,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,01,Under $200,99,Total - total household income,77,Total stated - household composition,717,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,04,$400 - $499,99,Total - total household income,4,Other multi-person household,2154,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,05,$500 - $599,99,Total - total household income,6,Household composition unidentifiable,96,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,02,$200 - $299,99,Total - total household income,6,Household composition unidentifiable,171,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,05,$500 - $599,99,Total - total household income,99,Total - household composition,756,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,05,$500 - $599,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,99,Not elsewhere included,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,99,Not elsewhere included,99,Total - total household income,2,Two-family household (with or without other people),,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,99,Not elsewhere included,99,Total - total household income,5,One-person household,489,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,04,$400 - $499,99,Total - total household income,4,Other multi-person household,729,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,07,$700 - $799,99,Total - total household income,5,One-person household,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,07,$700 - $799,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,01,Under $200,99,Total - total household income,3,Three or more family household (with or without other people),,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,06,$600 - $699,99,Total - total household income,4,Other multi-person household,63,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,05,$500 - $599,99,Total - total household income,3,Three or more family household (with or without other people),9,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,08,$800 and over,99,Total - total household income,5,One-person household,393,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,07,$700 - $799,99,Total - total household income,6,Household composition unidentifiable,63,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,999,Total - weekly rent paid by household,99,Total - total household income,2,Two-family household (with or without other people),1266,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,04,$400 - $499,99,Total - total household income,1,One-family household (with or without other people),3633,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,01,Under $200,99,Total - total household income,6,Household composition unidentifiable,,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,03,$300 - $399,99,Total - total household income,1,One-family household (with or without other people),2985,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,777,Total stated - weekly rent paid by household,99,Total - total household income,6,Household composition unidentifiable,231,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,01,Under $200,99,Total - total household income,99,Total - household composition,89439,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,99,Not elsewhere included,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,08,$800 and over,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,777,Total stated - weekly rent paid by household,99,Total - total household income,77,Total stated - household composition,24924,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,07,$700 - $799,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,04,$400 - $499,99,Total - total household income,3,Three or more family household (with or without other people),3,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,05,$500 - $599,99,Total - total household income,2,Two-family household (with or without other people),27,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,777,Total stated - weekly rent paid by household,99,Total - total household income,5,One-person household,36918,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,777,Total stated - weekly rent paid by household,99,Total - total household income,1,One-family household (with or without other people),14325,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,999,Total - weekly rent paid by household,99,Total - total household income,4,Other multi-person household,861,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,777,Total stated - weekly rent paid by household,99,Total - total household income,3,Three or more family household (with or without other people),1497,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,01,Under $200,99,Total - total household income,1,One-family household (with or without other people),1311,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,999,Total - weekly rent paid by household,99,Total - total household income,2,Two-family household (with or without other people),156,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,02,$200 - $299,99,Total - total household income,77,Total stated - household composition,642,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,02,$200 - $299,99,Total - total household income,2,Two-family household (with or without other people),96,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,06,$600 - $699,99,Total - total household income,2,Two-family household (with or without other people),261,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,999,Total - weekly rent paid by household,99,Total - total household income,77,Total stated - household composition,15729,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,06,$600 - $699,99,Total - total household income,99,Total - household composition,447,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,01,Under $200,99,Total - total household income,6,Household composition unidentifiable,603,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,01,Under $200,99,Total - total household income,6,Household composition unidentifiable,99,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,08,$800 and over,99,Total - total household income,77,Total stated - household composition,33864,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,01,Under $200,99,Total - total household income,99,Total - household composition,1722,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,07,$700 - $799,99,Total - total household income,6,Household composition unidentifiable,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,99,Not elsewhere included,99,Total - total household income,99,Total - household composition,438,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,03,$300 - $399,99,Total - total household income,4,Other multi-person household,39,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,08,$800 and over,99,Total - total household income,4,Other multi-person household,9,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,02,$200 - $299,99,Total - total household income,4,Other multi-person household,294,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,03,$300 - $399,99,Total - total household income,2,Two-family household (with or without other people),18,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,01,Under $200,99,Total - total household income,99,Total - household composition,558,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,03,$300 - $399,99,Total - total household income,99,Total - household composition,2985,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,02,$200 - $299,99,Total - total household income,1,One-family household (with or without other people),1998,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,777,Total stated - weekly rent paid by household,99,Total - total household income,77,Total stated - household composition,522528,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,08,$800 and over,99,Total - total household income,6,Household composition unidentifiable,,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,01,Under $200,99,Total - total household income,5,One-person household,579,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,04,$400 - $499,99,Total - total household income,1,One-family household (with or without other people),615,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,777,Total stated - weekly rent paid by household,99,Total - total household income,99,Total - household composition,10056,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,05,$500 - $599,99,Total - total household income,2,Two-family household (with or without other people),42,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,06,$600 - $699,99,Total - total household income,1,One-family household (with or without other people),768,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,01,Under $200,99,Total - total household income,6,Household composition unidentifiable,2115,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,08,$800 and over,99,Total - total household income,77,Total stated - household composition,660,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,08,$800 and over,99,Total - total household income,4,Other multi-person household,0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,999,Total - weekly rent paid by household,99,Total - total household income,77,Total stated - household composition,5280,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,03,Waikato Region,777,Total stated - weekly rent paid by household,99,Total - total household income,6,Household composition unidentifiable,4635,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,01,Under $200,99,Total - total household income,77,Total stated - household composition,81561,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,05,$500 - $599,99,Total - total household income,4,Other multi-person household,156,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,06,$600 - $699,99,Total - total household income,77,Total stated - household composition,1095,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,08,Manawatū-Whanganui Region,999,Total - weekly rent paid by household,99,Total - total household income,1,One-family household (with or without other people),14478,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,99,Not elsewhere included,99,Total - total household income,2,Two-family household (with or without other people),60,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,06,$600 - $699,99,Total - total household income,2,Two-family household (with or without other people),27,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,99,Not elsewhere included,99,Total - total household income,77,Total stated - household composition,75,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,02,$200 - $299,99,Total - total household income,4,Other multi-person household,135,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,04,$400 - $499,99,Total - total household income,2,Two-family household (with or without other people),60,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,06,$600 - $699,99,Total - total household income,99,Total - household composition,8853,,,
